Participante;Id Participante;Tipo de Registro;Tipo de Pago;Tipo de comprobante;Indicador de Venta;Ruc Proveedor;Serie;Numeración;N. Autorización;Ruc Adquirente;Adquirente Registrado;Moneda;Importe Neto a Pagar (Factura Negociable);Fecha de Pago;Importe Neto a Pagar (XML - Crédito);Fecha de Pago (XML - Crédito);Entidad a Pagar;Razón Social Proveedor;Departamento Proveedor;Provincia Proveedor;Distrito Proveedor;Dirección Proveedor;Teléfono Proveedor;Razón Social Adquirente;Nombre de contacto adquirente;Departamento adquirente;Provincia adquirente;Distrito adquirente;Dirección adquirente;Teléfono adquirente;Email adquirente;Fecha Emisión;Descripción;Número de guía;Orden de compra;Monto bruto (Comprobante de Pago);IGV (Comprobante de Pago);Monto Neto (Comprobante de Pago);Fecha de Vencimiento;Cláusula de Prórroga;Cláusulas Especiales;Observaciones;Fecha de registro;Respuesta Sunat;Estado SUNAT;Fecha de Entrega Factura Negociable;Fecha de Puesta a Disposición SUNAT;Conteo de Presunción;Respuesta de Adquirente;Fecha de Respuesta Adquirente;Motivos de Disconformidad;Comentarios Disconformidad;Cantidad de Documentos asociados;Tipo Documento Asociado;Serie y Numeración;Fecha de Anotación en Cuenta;Fehaciencia por Comunicación de Anotación en Cuenta;Código de Valor;Participante Origen;Fecha de Transferencia Contable;Fecha de Comunicación de Transferencia Contable;Fecha de Traspaso;Fecha de Transferencia Fiduciaria;RUT (Beneficiario Final);RUC (Beneficiario Final);Razón Social (Beneficiario Final);Fecha de Reprogramación;Anulada SUNAT;Estado;Fecha de Estado;Fecha Efectiva de Pago;Fecha de Generación de Constancia;Fecha de Notificación sobre Emisión de Constancia;Motivo de Retiro;Estado CPE SUNAT;Evento SUNAT;Cond. Conformidad SUNAT;Fecha de evento SUNAT;Usuario Generador;Tipo de Afectación;Nivel de Afectación;Fecha Inicial Afectación;Acreedor Afectación;Monto Afectación;Nro de cuotas;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20536537822;F001;6699;;20109072177;SI;S/;32273.4;29/07/2026;32273.4;1/07/2026;CAVALI S.A. I.C.L.V.;H Y T SERVICIOS GENERALES E.I.R.L;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;AV. MARIAN QUIMPER NRO. 751 URB. JOSE GALVEZ LIMA - LIMA - VILLA MARIA DEL TRIUNFO;;CENCOSUD RETAIL PERÏ¿½ S.A.;;LIMA;LIMA;MIRAFLORES;CAL.AUGUSTO ANGULO NRO. 130 URB. SAN ANTONIO LIMA - LIMA - MIRAFLORES;;;1/06/2026;ABASTECIMIENTO DE PETROLEO PARA G.E. / 5322615843;;;31080;5594.4;36674.4;29/07/2026;No;;;4/06/2026;Autorizada;Aceptado;4/06/2026;1/06/2026;;Conformidad Expresa;3/06/2026;;;;;;4/06/2026;SI;FN0010806312;937;4/06/2026;4/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 15:02;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;3/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20536537822;F001;6700;;20109072177;SI;S/;36053.6;29/07/2026;36053.6;1/07/2026;CAVALI S.A. I.C.L.V.;H Y T SERVICIOS GENERALES E.I.R.L;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;AV. MARIAN QUIMPER NRO. 751 URB. JOSE GALVEZ LIMA - LIMA - VILLA MARIA DEL TRIUNFO;;CENCOSUD RETAIL PERÏ¿½ S.A.;;LIMA;LIMA;MIRAFLORES;CAL.AUGUSTO ANGULO NRO. 130 URB. SAN ANTONIO LIMA - LIMA - MIRAFLORES;;;1/06/2026;OPE-11-25-HYT: DESPACHO DE COMBUSTIBLE OFICINA STA ANITA / 5322588172;;;34720;6249.6;40969.6;29/07/2026;No;;;4/06/2026;Autorizada;Aceptado;4/06/2026;1/06/2026;;Conformidad Expresa;3/06/2026;;;;;;4/06/2026;SI;FN0010806310;937;4/06/2026;4/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 15:02;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;3/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20536537822;F001;6676;;20109072177;SI;S/;2233.91;29/07/2026;2233.91;1/07/2026;CAVALI S.A. I.C.L.V.;H Y T SERVICIOS GENERALES E.I.R.L;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;AV. MARIAN QUIMPER NRO. 751 URB. JOSE GALVEZ LIMA - LIMA - VILLA MARIA DEL TRIUNFO;;CENCOSUD RETAIL PERÏ¿½ S.A.;;LIMA;LIMA;MIRAFLORES;CAL.AUGUSTO ANGULO NRO. 130 URB. SAN ANTONIO LIMA - LIMA - MIRAFLORES;;;1/06/2026;MCE-11-25-NÏ¿½4090-IISS-REP H Y T:DESATORO DE RED DE GRASA / 4000370327;;;2151.62;387.29;2538.91;29/07/2026;No;;;4/06/2026;Autorizada;Aceptado;4/06/2026;1/06/2026;;Conformidad Expresa;3/06/2026;;;;;;4/06/2026;SI;FN0010806309;937;4/06/2026;4/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 15:02;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;3/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20536537822;F001;6677;;20109072177;SI;S/;921.13;29/07/2026;921.13;1/07/2026;CAVALI S.A. I.C.L.V.;H Y T SERVICIOS GENERALES E.I.R.L;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;AV. MARIAN QUIMPER NRO. 751 URB. JOSE GALVEZ LIMA - LIMA - VILLA MARIA DEL TRIUNFO;;CENCOSUD RETAIL PERÏ¿½ S.A.;;LIMA;LIMA;MIRAFLORES;CAL.AUGUSTO ANGULO NRO. 130 URB. SAN ANTONIO LIMA - LIMA - MIRAFLORES;;;1/06/2026;MCO-11-25-NÏ¿½10029-IISS-REP H Y T:CAMBIO TAPAS INODOROS POR DETERIORO / 4000370304;;;887.4;159.73;1047.13;29/07/2026;No;;;4/06/2026;Autorizada;Aceptado;4/06/2026;1/06/2026;;Conformidad Expresa;3/06/2026;;;;;;4/06/2026;SI;FN0010806316;937;4/06/2026;4/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 15:02;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;3/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20536537822;F001;6678;;20109072177;SI;S/;1276.68;29/07/2026;1276.68;1/07/2026;CAVALI S.A. I.C.L.V.;H Y T SERVICIOS GENERALES E.I.R.L;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;AV. MARIAN QUIMPER NRO. 751 URB. JOSE GALVEZ LIMA - LIMA - VILLA MARIA DEL TRIUNFO;;CENCOSUD RETAIL PERÏ¿½ S.A.;;LIMA;LIMA;MIRAFLORES;CAL.AUGUSTO ANGULO NRO. 130 URB. SAN ANTONIO LIMA - LIMA - MIRAFLORES;;;1/06/2026;MCE-11-25-NÏ¿½4083-IISS-REP H Y T:CAMB DE VALVULA AEREA / 4000370320;;;1229.39;221.29;1450.68;29/07/2026;No;;;4/06/2026;Autorizada;Aceptado;4/06/2026;1/06/2026;;Conformidad Expresa;3/06/2026;;;;;;4/06/2026;SI;FN0010806308;937;4/06/2026;4/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 15:02;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;3/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20536537822;F001;6679;;20109072177;SI;S/;1155.35;29/07/2026;1155.35;1/07/2026;CAVALI S.A. I.C.L.V.;H Y T SERVICIOS GENERALES E.I.R.L;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;AV. MARIAN QUIMPER NRO. 751 URB. JOSE GALVEZ LIMA - LIMA - VILLA MARIA DEL TRIUNFO;;CENCOSUD RETAIL PERÏ¿½ S.A.;;LIMA;LIMA;MIRAFLORES;CAL.AUGUSTO ANGULO NRO. 130 URB. SAN ANTONIO LIMA - LIMA - MIRAFLORES;;;1/06/2026;MCE-11-25-NÏ¿½4021-IISS-REP H Y T:CAMBIO TUBERIAS SUCCION POZO SEPTICO / 4000370315;;;1112.16;200.19;1312.35;29/07/2026;No;;;4/06/2026;Autorizada;Aceptado;4/06/2026;1/06/2026;;Conformidad Expresa;3/06/2026;;;;;;4/06/2026;SI;FN0010806313;937;4/06/2026;4/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 15:02;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;3/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20536537822;F001;6680;;20109072177;SI;S/;1843.26;29/07/2026;1843.26;1/07/2026;CAVALI S.A. I.C.L.V.;H Y T SERVICIOS GENERALES E.I.R.L;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;AV. MARIAN QUIMPER NRO. 751 URB. JOSE GALVEZ LIMA - LIMA - VILLA MARIA DEL TRIUNFO;;CENCOSUD RETAIL PERÏ¿½ S.A.;;LIMA;LIMA;MIRAFLORES;CAL.AUGUSTO ANGULO NRO. 130 URB. SAN ANTONIO LIMA - LIMA - MIRAFLORES;;;1/06/2026;MCO-11-25-NÏ¿½4035-IISS-REP H Y T:CAMBIO TAPA INODORO MELAMINEX / 4000370323;;;1774.8;319.46;2094.26;29/07/2026;No;;;4/06/2026;Autorizada;Aceptado;4/06/2026;1/06/2026;;Conformidad Expresa;3/06/2026;;;;;;4/06/2026;SI;FN0010806327;937;4/06/2026;4/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 15:02;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;3/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20536537822;F001;6681;;20109072177;SI;S/;1032.47;29/07/2026;1032.47;1/07/2026;CAVALI S.A. I.C.L.V.;H Y T SERVICIOS GENERALES E.I.R.L;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;AV. MARIAN QUIMPER NRO. 751 URB. JOSE GALVEZ LIMA - LIMA - VILLA MARIA DEL TRIUNFO;;CENCOSUD RETAIL PERÏ¿½ S.A.;;LIMA;LIMA;MIRAFLORES;CAL.AUGUSTO ANGULO NRO. 130 URB. SAN ANTONIO LIMA - LIMA - MIRAFLORES;;;1/06/2026;MC-11-25-NÏ¿½4027-IISS-REP H Y T:REP FILTRACIÏ¿½N TUBERÏ¿½A AGUA LAVADERO / 4000370311;;;994.47;179;1173.47;29/07/2026;No;;;4/06/2026;Autorizada;Aceptado;4/06/2026;1/06/2026;;Conformidad Expresa;3/06/2026;;;;;;4/06/2026;SI;FN0010806333;937;4/06/2026;4/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 15:02;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;3/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20536537822;F001;6682;;20109072177;SI;S/;2471.4;29/07/2026;2471.4;2/07/2026;CAVALI S.A. I.C.L.V.;H Y T SERVICIOS GENERALES E.I.R.L;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;AV. MARIAN QUIMPER NRO. 751 URB. JOSE GALVEZ LIMA - LIMA - VILLA MARIA DEL TRIUNFO;;CENCOSUD RETAIL PERÏ¿½ S.A.;;LIMA;LIMA;MIRAFLORES;CAL.AUGUSTO ANGULO NRO. 130 URB. SAN ANTONIO LIMA - LIMA - MIRAFLORES;;;1/06/2026;MCE-11-25-NÏ¿½4019-IISS-REP H Y T:REPARACIÏ¿½N BOMBA NÏ¿½1 POZO SEPTICO / 4000370330;;;2380;428.4;2808.4;29/07/2026;No;;;4/06/2026;Autorizada;Aceptado;4/06/2026;1/06/2026;;Conformidad Expresa;3/06/2026;;;;;;4/06/2026;SI;FN0010806326;937;4/06/2026;4/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 15:02;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;3/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20536537822;F001;6683;;20109072177;SI;S/;1300.05;29/07/2026;1300.05;1/07/2026;CAVALI S.A. I.C.L.V.;H Y T SERVICIOS GENERALES E.I.R.L;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;AV. MARIAN QUIMPER NRO. 751 URB. JOSE GALVEZ LIMA - LIMA - VILLA MARIA DEL TRIUNFO;;CENCOSUD RETAIL PERÏ¿½ S.A.;;LIMA;LIMA;MIRAFLORES;CAL.AUGUSTO ANGULO NRO. 130 URB. SAN ANTONIO LIMA - LIMA - MIRAFLORES;;;1/06/2026;MC-11-25-NÏ¿½4018-IISS-REP H Y T:CAMBIO DUCHAS POR FILTRACION AGUA / 4000370321;;;1251.74;225.31;1477.05;29/07/2026;No;;;4/06/2026;Autorizada;Aceptado;4/06/2026;1/06/2026;;Conformidad Expresa;3/06/2026;;;;;;4/06/2026;SI;FN0010806325;937;4/06/2026;4/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 15:02;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;3/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20536537822;F001;6685;;20109072177;SI;S/;3103.58;29/07/2026;3103.58;1/07/2026;CAVALI S.A. I.C.L.V.;H Y T SERVICIOS GENERALES E.I.R.L;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;AV. MARIAN QUIMPER NRO. 751 URB. JOSE GALVEZ LIMA - LIMA - VILLA MARIA DEL TRIUNFO;;CENCOSUD RETAIL PERÏ¿½ S.A.;;LIMA;LIMA;MIRAFLORES;CAL.AUGUSTO ANGULO NRO. 130 URB. SAN ANTONIO LIMA - LIMA - MIRAFLORES;;;1/06/2026;MCE-11-25-NÏ¿½4010-IISS-REP H Y T:REP FILTRACION AGUA PARED LAVADERA / 4000370331;;;2988.63;537.95;3526.58;29/07/2026;No;;;4/06/2026;Autorizada;Aceptado;4/06/2026;1/06/2026;;Conformidad Expresa;3/06/2026;;;;;;4/06/2026;SI;FN0010806332;937;4/06/2026;4/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 15:02;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;3/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20536537822;F001;6684;;20109072177;SI;S/;2471.4;29/07/2026;2471.4;1/07/2026;CAVALI S.A. I.C.L.V.;H Y T SERVICIOS GENERALES E.I.R.L;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;AV. MARIAN QUIMPER NRO. 751 URB. JOSE GALVEZ LIMA - LIMA - VILLA MARIA DEL TRIUNFO;;CENCOSUD RETAIL PERÏ¿½ S.A.;;LIMA;LIMA;MIRAFLORES;CAL.AUGUSTO ANGULO NRO. 130 URB. SAN ANTONIO LIMA - LIMA - MIRAFLORES;;;1/06/2026;MCE-11-25-NÏ¿½4020-IISS-REP H Y T:REPARACIÏ¿½N BOMBA NÏ¿½2 POZO SEPTICO / 4000370329;;;2380;428.4;2808.4;29/07/2026;No;;;4/06/2026;Autorizada;Aceptado;4/06/2026;1/06/2026;;Conformidad Expresa;3/06/2026;;;;;;4/06/2026;SI;FN0010806331;937;4/06/2026;4/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 15:02;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;3/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20536537822;F001;6686;;20109072177;SI;S/;2009.71;29/07/2026;2009.71;1/07/2026;CAVALI S.A. I.C.L.V.;H Y T SERVICIOS GENERALES E.I.R.L;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;AV. MARIAN QUIMPER NRO. 751 URB. JOSE GALVEZ LIMA - LIMA - VILLA MARIA DEL TRIUNFO;;CENCOSUD RETAIL PERÏ¿½ S.A.;;LIMA;LIMA;MIRAFLORES;CAL.AUGUSTO ANGULO NRO. 130 URB. SAN ANTONIO LIMA - LIMA - MIRAFLORES;;;1/06/2026;MC-12-25-NÏ¿½4097-IISS-REP H Y T:CAMBIO ACCESORIOS HELVEX VAINSA SSHH / 4000380081;;;1935.35;348.36;2283.71;29/07/2026;No;;;4/06/2026;Autorizada;Aceptado;4/06/2026;1/06/2026;;Conformidad Expresa;3/06/2026;;;;;;4/06/2026;SI;FN0010806329;937;4/06/2026;4/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 15:02;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;3/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20536537822;F001;6688;;20109072177;SI;S/;1174.34;29/07/2026;1174.34;1/07/2026;CAVALI S.A. I.C.L.V.;H Y T SERVICIOS GENERALES E.I.R.L;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;AV. MARIAN QUIMPER NRO. 751 URB. JOSE GALVEZ LIMA - LIMA - VILLA MARIA DEL TRIUNFO;;CENCOSUD RETAIL PERÏ¿½ S.A.;;LIMA;LIMA;MIRAFLORES;CAL.AUGUSTO ANGULO NRO. 130 URB. SAN ANTONIO LIMA - LIMA - MIRAFLORES;;;1/06/2026;MCE-12-25-NÏ¿½4106-IISS-REP H Y T:CAMBIO TUBERIAS ABLANDADOR AGU / 4000380092;;;1130.8;203.54;1334.34;29/07/2026;No;;;4/06/2026;Autorizada;Aceptado;4/06/2026;1/06/2026;;Conformidad Expresa;3/06/2026;;;;;;4/06/2026;SI;FN0010806317;937;4/06/2026;4/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 15:02;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;3/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20536537822;F001;6687;;20109072177;SI;S/;1662.49;29/07/2026;1662.49;1/07/2026;CAVALI S.A. I.C.L.V.;H Y T SERVICIOS GENERALES E.I.R.L;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;AV. MARIAN QUIMPER NRO. 751 URB. JOSE GALVEZ LIMA - LIMA - VILLA MARIA DEL TRIUNFO;;CENCOSUD RETAIL PERÏ¿½ S.A.;;LIMA;LIMA;MIRAFLORES;CAL.AUGUSTO ANGULO NRO. 130 URB. SAN ANTONIO LIMA - LIMA - MIRAFLORES;;;1/06/2026;MCE-12-25-NÏ¿½4095-IISS-REP H Y T:DESAT TUBERIA DESAGUE POLLOS BRASA / 4000380089;;;1601.26;288.23;1889.49;29/07/2026;No;;;4/06/2026;Autorizada;Aceptado;4/06/2026;1/06/2026;;Conformidad Expresa;3/06/2026;;;;;;4/06/2026;SI;FN0010806328;937;4/06/2026;4/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 15:02;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;3/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20536537822;F001;6689;;20109072177;SI;S/;812.94;29/07/2026;812.94;1/07/2026;CAVALI S.A. I.C.L.V.;H Y T SERVICIOS GENERALES E.I.R.L;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;AV. MARIAN QUIMPER NRO. 751 URB. JOSE GALVEZ LIMA - LIMA - VILLA MARIA DEL TRIUNFO;;CENCOSUD RETAIL PERÏ¿½ S.A.;;LIMA;LIMA;MIRAFLORES;CAL.AUGUSTO ANGULO NRO. 130 URB. SAN ANTONIO LIMA - LIMA - MIRAFLORES;;;1/06/2026;MC-12-25-NÏ¿½4102-IISS-REP H Y T:DESAT DESAG RAMPA PLAYA ESTACIONAMIENTO / 4000380084;;;783;140.94;923.94;29/07/2026;No;;;4/06/2026;Autorizada;Aceptado;4/06/2026;1/06/2026;;Conformidad Expresa;3/06/2026;;;;;;4/06/2026;SI;FN0010806321;937;4/06/2026;4/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 15:02;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;3/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
