Participante;Id Participante;Tipo de Registro;Tipo de Pago;Tipo de comprobante;Indicador de Venta;Ruc Proveedor;Serie;Numeración;N. Autorización;Ruc Adquirente;Adquirente Registrado;Moneda;Importe Neto a Pagar (Factura Negociable);Fecha de Pago;Importe Neto a Pagar (XML - Crédito);Fecha de Pago (XML - Crédito);Entidad a Pagar;Razón Social Proveedor;Departamento Proveedor;Provincia Proveedor;Distrito Proveedor;Dirección Proveedor;Teléfono Proveedor;Razón Social Adquirente;Nombre de contacto adquirente;Departamento adquirente;Provincia adquirente;Distrito adquirente;Dirección adquirente;Teléfono adquirente;Email adquirente;Fecha Emisión;Descripción;Número de guía;Orden de compra;Monto bruto (Comprobante de Pago);IGV (Comprobante de Pago);Monto Neto (Comprobante de Pago);Fecha de Vencimiento;Cláusula de Prórroga;Cláusulas Especiales;Observaciones;Fecha de registro;Respuesta Sunat;Estado SUNAT;Fecha de Entrega Factura Negociable;Fecha de Puesta a Disposición SUNAT;Conteo de Presunción;Respuesta de Adquirente;Fecha de Respuesta Adquirente;Motivos de Disconformidad;Comentarios Disconformidad;Cantidad de Documentos asociados;Tipo Documento Asociado;Serie y Numeración;Fecha de Anotación en Cuenta;Fehaciencia por Comunicación de Anotación en Cuenta;Código de Valor;Participante Origen;Fecha de Transferencia Contable;Fecha de Comunicación de Transferencia Contable;Fecha de Traspaso;Fecha de Transferencia Fiduciaria;RUT (Beneficiario Final);RUC (Beneficiario Final);Razón Social (Beneficiario Final);Fecha de Reprogramación;Anulada SUNAT;Estado;Fecha de Estado;Fecha Efectiva de Pago;Fecha de Generación de Constancia;Fecha de Notificación sobre Emisión de Constancia;Motivo de Retiro;Estado CPE SUNAT;Evento SUNAT;Cond. Conformidad SUNAT;Fecha de evento SUNAT;Usuario Generador;Tipo de Afectación;Nivel de Afectación;Fecha Inicial Afectación;Acreedor Afectación;Monto Afectación;Nro de cuotas;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;10754199488;E001;9;;20100054184;SI;S/;12845.93;2/07/2026;12845.93;2/07/2026;CAVALI S.A. I.C.L.V.;DEL SOLAR GONZALEZ BALTAZAR AMADOR;LIMA;LIMA;SAN ISIDRO;UGARTE Y MOSCOSO 523 INT. 502;;CLINICA INTERNACIONAL S A;;LIMA;LIMA;LIMA;JR. WASHINGTON 1471 LIMA-LIMA-LIMA;;;2/06/2026;ANIVERSARIO CI CEREMONIA;;;12371.13;2226.8;14597.93;2/07/2026;No;EN CASO DE CONTROVERSIAS, LAS PARTES SE SOMETEN A LA JURISDICCIÓN DE LOS JUECES Y TRIBUNALES DE LIMA CERCADO;;8/06/2026;Autorizada;Aceptado;8/06/2026;2/06/2026;;Conformidad Presunta;10/06/2026;;;;;;8/06/2026;SI;FN0010827974;861;9/06/2026;9/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;8/06/2026 16:58;;;;;Conforme;CPE con conformidad presunta;Conformidad presunta dentro del plazo;10/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20603764324;E001;1742;;20155945860;SI;S/;6937.92;30/06/2026;6937.92;30/06/2026;CAVALI S.A. I.C.L.V.;REBRUVAX S.R.L.;LIMA;LIMA;PUEBLO LIBRE;PJ. LA HUACA NRO. 160 URB. LA AREQUIPEÑA LIMA - LIMA - PUEBLO LIBRE (MAGDALENA VIEJA);;PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU;;LIMA;LIMA;SAN MIGUEL;AV. UNIVERSITARIA 1801 URB. PANDO LIMA-LIMA-SAN MIGUEL;;;31/05/2026;ORDEN DE COMPRA 0000603867;;;6681.36;1202.64;7884;30/06/2026;No;;;9/06/2026;Autorizada;Aceptado;9/06/2026;31/05/2026;;Conformidad Expresa;7/06/2026;;;;;;9/06/2026;SI;FN0010829738;905;9/06/2026;9/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;9/06/2026 09:47;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;7/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20604290547;E001;668;;20336448337;SI;S/;62304;12/10/2026;62304;12/10/2026;CAVALI S.A. I.C.L.V.;IO-PHI S.A.C.;LIMA;LIMA;LOS OLIVOS;JR. SANTA MONICA 116 URB. SANTA LUISA INT. 4;;TRANSPORTES Y COMERCIO SOL DEL PACIFICO E.I.R.L.;;LIMA;LIMA;SAN ISIDRO;AV. RIVERA NAVARRETE 395 INT. 2003 LIMA-LIMA-SAN ISIDRO;;;9/06/2026;APOYO REVISION SUNAT PERIODO 23-3;;;60000;10800;70800;12/10/2026;No;;;9/06/2026;Autorizada;Aceptado;9/06/2026;9/06/2026;;Conformidad Expresa;9/06/2026;;;;;;9/06/2026;SI;FN0010831286;931;9/06/2026;9/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;9/06/2026 11:22;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;9/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20604290547;E001;669;;20336448337;SI;S/;62304;12/10/2026;62304;12/10/2026;CAVALI S.A. I.C.L.V.;IO-PHI S.A.C.;LIMA;LIMA;LOS OLIVOS;JR. SANTA MONICA 116 URB. SANTA LUISA INT. 4;;TRANSPORTES Y COMERCIO SOL DEL PACIFICO E.I.R.L.;;LIMA;LIMA;SAN ISIDRO;AV. RIVERA NAVARRETE 395 INT. 2003 LIMA-LIMA-SAN ISIDRO;;;9/06/2026;APOYO REVISION SUNAT PERIODO 23-4;;;60000;10800;70800;12/10/2026;No;;;9/06/2026;Autorizada;Aceptado;9/06/2026;9/06/2026;;Conformidad Expresa;9/06/2026;;;;;;9/06/2026;SI;FN0010831285;931;9/06/2026;9/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;9/06/2026 11:22;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;9/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20602226523;E001;350;;20467534026;SI;S/;226354.88;9/07/2026;226354.88;7/07/2026;CAVALI S.A. I.C.L.V.;INVERSIONES GLOBALES S Y L S.A.C.;LIMA;LIMA;LIMA;AV. MORALES DUAREZ 1751;;AMERICA MOVIL PERU S.A.C.;;LIMA;LIMA;LA VICTORIA;AV. NICOLAS ARRIOLA 480 URB. SANTA CATALINA LIMA-LIMA-LA VICTORIA;;;8/06/2026;INSTALACIONES PLANTA EXTERNA TENDIDO SEGUN ORDEN DE COMPRA 4500904548;;;217984.28;39237.17;257221.45;9/07/2026;Si;FECHA DE PAGO PUEDE SER PRORROGADA;;9/06/2026;Autorizada;Aceptado;9/06/2026;8/06/2026;;Conformidad Expresa;10/06/2026;;;;;;9/06/2026;SI;FN0010831292;841;10/06/2026;10/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;9/06/2026 11:23;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;10/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20600127056;E001;999;;20306841506;SI;S/;10949.89;16/07/2026;10949.89;2/07/2026;CAVALI S.A. I.C.L.V.;CIAL CONTRATISTAS GENERALES S.A.C.;LIMA;LIMA;LINCE;JR. MANUEL GOMEZ 171 ALTURA CUADRA 15 Y 16 DE AV ARENALES;;ADMINISTRADORA JOCKEY PLAZA SHOPPING CENTER SA;;LIMA;LIMA;SANTIAGO DE SURCO;AV. JAVIER PRADO ESTE 4200 URB. FUNDO MONTERRICO CHICO LIMA-LIMA-SANTIAGO DE SURCO;;;2/06/2026;JUNIO 2026 OC: 15029 SERVICIO CAMBIO DE MARMOL EN DIVERSAS ZONAL DEL BOULEVARD-JP, NI 25415;;;10544.97;1898.09;12443.06;16/07/2026;Si;FECHA DE PAGO PUEDE SER PRORROGADA;;10/06/2026;Autorizada;Aceptado;10/06/2026;2/06/2026;;Conformidad Presunta;10/06/2026;;;;;;10/06/2026;SI;FN0010838884;841;11/06/2026;11/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;10/06/2026 10:11;;;;;Conforme;CPE con conformidad presunta;Conformidad presunta dentro del plazo;10/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20547428600;E001;394;;20548187266;SI;S/;4149.78;10/07/2026;4149.78;10/07/2026;CAVALI S.A. I.C.L.V.;PACIFICO GRUPO CONSTRUCTOR S.A.C.;LIMA;LIMA;SAN MARTIN DE PORRES;AV. JUVENAL VILLAVERDE LAZO 473 URB. SAN AMADEO DE GARAGAY INT. 301;;DE VICENTE CONSTRUCTORA SOCIEDAD ANONIMA CERRADA - DE VICENTE CONSTRUCTORA S.A.C.;;LIMA;LIMA;MAGDALENA DEL MAR;AV. JAVIER PRADO OESTE 757 URB. SAN FELIPE OFICINA 1201,1203,1204,1205,1206 LIMA-LIMA-MAGDALENA DEL MAR;;;10/06/2026;SC FABRICACION Y MONTAJE DE PORTON METALICO PROVISIONAL SEGUN ORDEN 260510178 / VAL N002 CIERRE (260610420);;;4671.63;840.89;5512.52;10/07/2026;No;;;11/06/2026;Autorizada;Aceptado;11/06/2026;10/06/2026;;;;;;;;;11/06/2026;SI;FN0010854232;948;11/06/2026;11/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;11/06/2026 16:30;;;;;Pendiente;CPE puesto a disposición;Sin datos;10/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20603764324;E001;1741;;20155945860;SI;S/;2200;30/06/2026;2200;30/06/2026;CAVALI S.A. I.C.L.V.;REBRUVAX S.R.L.;LIMA;LIMA;PUEBLO LIBRE;PJ. LA HUACA NRO. 160 URB. LA AREQUIPEÑA LIMA - LIMA - PUEBLO LIBRE (MAGDALENA VIEJA);;PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU;;LIMA;LIMA;SAN MIGUEL;AV. UNIVERSITARIA 1801 URB. PANDO LIMA-LIMA-SAN MIGUEL;;;31/05/2026;ORDEN DE COMPRA 0000602469;;;2118.64;381.36;2500;30/06/2026;No;;;11/06/2026;Autorizada;Aceptado;11/06/2026;31/05/2026;;Conformidad Expresa;4/06/2026;;;;;;11/06/2026;SI;FN0010851162;905;11/06/2026;11/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;11/06/2026 12:29;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;4/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Contado;20611991461;E001;166;;20222335052;SI;S/;4927.1;9/07/2026;;;CAVALI S.A. I.C.L.V.;ROMER BAR E.I.R.L.;LIMA;LIMA;MIRAFLORES;AV. ALFREDO BENAVIDES 1480 URB. SAN JORGE INT. 3C;;CARTAVIO RUM COMPANY S.A.C.;;LA LIBERTAD;ASCOPE;SANTIAGO DE CAO;CAL. CARRETERA A CHIQUITOY 04 Z.I. CARTAVIO PORTADA A CHIQUITOY LA LIBERTAD-ASCOPE-SANTIAGO DE CAO;;;8/06/2026;ACCIONES BRAND AMBASSADOR - MAYO;;;4745;854.1;5599.1;9/07/2026;Si;FECHA DE PAGO PUEDE SER PRORROGADA;;11/06/2026;Autorizada;;11/06/2026;;4;;;;;;;;11/06/2026;SI;FN0010851028;841;12/06/2026;12/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;;Anotada en Cuenta;11/06/2026 12:18;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20613234391;F001;212;;20513958839;SI;S/;60070.54;11/08/2026;90070.54;31/05/2026;CAVALI S.A. I.C.L.V.;MH ENERGY PERU E.I.R.L.;LIMA;LIMA;PUENTE PIEDRA;AV. GALLINAZOS MZA. H LOTE. 5 DPTO. 2 OTR. PASAJE ALFONSO UGARTE;;DRRP SOCIEDAD ANONIMA CERRADA;;LIMA;LIMA;MIRAFLORES;AV. PASEO DE LA REPUBLICA: NRO.5893,;;;21/04/2026;VALORIZACION;;;79511.47;14312.07;93823.54;11/08/2026;No;;;11/06/2026;Autorizada;Aceptado;11/06/2026;21/04/2026;;Conformidad Presunta;29/04/2026;;;;;;11/06/2026;SI;FN0010852991;948;11/06/2026;11/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;11/06/2026 15:09;;;;;Conforme;CPE con conformidad presunta;Conformidad presunta dentro del plazo;29/04/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20614210011;E001;301;;20513958839;SI;S/;37443.02;19/08/2026;37443.02;4/06/2026;CAVALI S.A. I.C.L.V.;INGELSEG CONTRATISTAS S.A.C.;CALLAO;PROV. CONST. DEL CALLAO;CALLAO;OTR. APV. ENCANTADA DEL VALE MZA. G LOTE. 2 AV. BERTELO CON ALAMEDA CENTRAL;;DRRP SOCIEDAD ANONIMA CERRADA - DRRP S.A.C.;;LIMA;LIMA;MIRAFLORES;AV. PASEO DE LA REPUBLICA 5895 URB. MIRAFLORES INT. 802 LIMA-LIMA-MIRAFLORES;;;5/05/2026;VALORIZACION 01 DE LA OC 04-021546 DEL PROYECTO EL PINO OFI_IMPLE;;;33053.41;5949.61;39003.02;19/08/2026;No;;;11/06/2026;Autorizada;Aceptado;11/06/2026;5/05/2026;;Conformidad Presunta;13/05/2026;;;;;;11/06/2026;SI;FN0010852992;948;11/06/2026;11/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;11/06/2026 15:09;;;;;Conforme;CPE con conformidad presunta;Conformidad presunta dentro del plazo;13/05/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20614210011;E001;309;;20513958839;SI;S/;1232.57;19/08/2026;1232.57;26/05/2026;CAVALI S.A. I.C.L.V.;INGELSEG CONTRATISTAS S.A.C.;CALLAO;PROV. CONST. DEL CALLAO;CALLAO;OTR. APV. ENCANTADA DEL VALE MZA. G LOTE. 2 AV. BERTELO CON ALAMEDA CENTRAL;;DRRP SOCIEDAD ANONIMA CERRADA - DRRP S.A.C.;;LIMA;LIMA;MIRAFLORES;AV. PASEO DE LA REPUBLICA 5895 URB. MIRAFLORES INT. 802 LIMA-LIMA-MIRAFLORES;;;11/05/2026;CANCELACION DE LA OC 04-018892 DEL PROYECTO ALUPAR_DIS;;;1087.77;195.8;1283.57;19/08/2026;No;;;11/06/2026;Autorizada;Aceptado;11/06/2026;11/05/2026;;Conformidad Presunta;19/05/2026;;;;;;11/06/2026;SI;FN0010852995;948;11/06/2026;11/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;11/06/2026 15:09;;;;;Conforme;CPE con conformidad presunta;Conformidad presunta dentro del plazo;19/05/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20614210011;E001;176;;20513958839;SI;S/;5609.39;19/08/2026;6060.25;30/01/2026;CAVALI S.A. I.C.L.V.;INGELSEG CONTRATISTAS S.A.C.;CALLAO;PROV. CONST. DEL CALLAO;CALLAO;OTR. APV. ENCANTADA DEL VALE MZA. G LOTE. 2 AV. BERTELO CON ALAMEDA CENTRAL;;DRRP SOCIEDAD ANONIMA CERRADA - DRRP S.A.C.;;LIMA;LIMA;MIRAFLORES;AV. PASEO DE LA REPUBLICA 5895 URB. MIRAFLORES INT. 802 LIMA-LIMA-MIRAFLORES;;;15/01/2026;VALORIZACION 05 DE LA OC 04-018137 PROYECTO BRITANICO BALTA_REM;;;5349.36;962.89;6312.25;19/08/2026;No;;;11/06/2026;Autorizada;Aceptado;11/06/2026;15/01/2026;;Conformidad Presunta;23/01/2026;;;;;;11/06/2026;SI;FN0010852993;948;11/06/2026;11/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;11/06/2026 15:09;;;;;Conforme;CPE con conformidad presunta;Conformidad presunta dentro del plazo;23/01/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20614210011;E001;342;;20513958839;SI;S/;14601.98;19/08/2026;14601.98;4/06/2026;CAVALI S.A. I.C.L.V.;INGELSEG CONTRATISTAS S.A.C.;CALLAO;PROV. CONST. DEL CALLAO;CALLAO;OTR. APV. ENCANTADA DEL VALE MZA. G LOTE. 2 AV. BERTELO CON ALAMEDA CENTRAL;;DRRP SOCIEDAD ANONIMA CERRADA - DRRP S.A.C.;;LIMA;LIMA;MIRAFLORES;AV. PASEO DE LA REPUBLICA 5895 URB. MIRAFLORES INT. 802 LIMA-LIMA-MIRAFLORES;;;28/05/2026;Según lo que indique la factura comercial;;;14061.85;2531.13;16592.98;19/08/2026;No;;;11/06/2026;Autorizada;;11/06/2026;;;Conformidad Expresa;11/06/2026;;;;;;11/06/2026;SI;FN0010852994;948;11/06/2026;11/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;;Anotada en Cuenta;11/06/2026 15:09;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Contado;20614210011;E001;340;;20513958839;SI;S/;1509.99;19/08/2026;;;CAVALI S.A. I.C.L.V.;INGELSEG CONTRATISTAS S.A.C.;CALLAO;PROV. CONST. DEL CALLAO;CALLAO;OTR. APV. ENCANTADA DEL VALE MZA. G LOTE. 2 AV. BERTELO CON ALAMEDA CENTRAL;;DRRP SOCIEDAD ANONIMA CERRADA - DRRP S.A.C.;;LIMA;LIMA;MIRAFLORES;AV. PASEO DE LA REPUBLICA 5895 URB. MIRAFLORES INT. 802 LIMA-LIMA-MIRAFLORES;;;26/05/2026;ADELANTO DEL 30% DE LA OC 04-022216 DEL PROYECTO EL PINO OFI_IMPLE;;;1333.04;239.95;1572.99;19/08/2026;No;;;11/06/2026;Autorizada;;11/06/2026;;;Conformidad Expresa;11/06/2026;;;;;;11/06/2026;SI;FN0010852999;948;11/06/2026;11/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;;Anotada en Cuenta;11/06/2026 15:09;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Contado;20614210011;E001;362;;20513958839;SI;S/;1156.53;19/08/2026;;;CAVALI S.A. I.C.L.V.;INGELSEG CONTRATISTAS S.A.C.;CALLAO;PROV. CONST. DEL CALLAO;CALLAO;OTR. APV. ENCANTADA DEL VALE MZA. G LOTE. 2 AV. BERTELO CON ALAMEDA CENTRAL;;DRRP SOCIEDAD ANONIMA CERRADA - DRRP S.A.C.;;LIMA;LIMA;MIRAFLORES;AV. PASEO DE LA REPUBLICA 5895 URB. MIRAFLORES INT. 802 LIMA-LIMA-MIRAFLORES;;;5/06/2026;ADELANTO DEL 30% DE LA OC 04-022428 DEL PROYECTO CRECER OFI_DIS E IMPLE;;;1020.79;183.74;1204.53;19/08/2026;No;;;11/06/2026;Autorizada;;11/06/2026;;;Conformidad Expresa;11/06/2026;;;;;;11/06/2026;SI;FN0010852997;948;11/06/2026;11/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;;Anotada en Cuenta;11/06/2026 15:09;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Contado;20614210011;E001;353;;20513958839;SI;S/;1124.22;19/08/2026;;;CAVALI S.A. I.C.L.V.;INGELSEG CONTRATISTAS S.A.C.;CALLAO;PROV. CONST. DEL CALLAO;CALLAO;OTR. APV. ENCANTADA DEL VALE MZA. G LOTE. 2 AV. BERTELO CON ALAMEDA CENTRAL;;DRRP SOCIEDAD ANONIMA CERRADA - DRRP S.A.C.;;LIMA;LIMA;MIRAFLORES;AV. PASEO DE LA REPUBLICA 5895 URB. MIRAFLORES INT. 802 LIMA-LIMA-MIRAFLORES;;;5/06/2026;ADELANTO DEL 30% DE LA OC 04-022300 DEL PROYECTO BCP OVERHAUL 4D_REM;;;992.56;178.66;1171.22;19/08/2026;No;;;11/06/2026;Autorizada;;11/06/2026;;;Conformidad Expresa;11/06/2026;;;;;;11/06/2026;SI;FN0010852996;948;11/06/2026;11/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;;Anotada en Cuenta;11/06/2026 15:09;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Contado;20614210011;E001;356;;20513958839;SI;S/;8717.68;19/08/2026;;;CAVALI S.A. I.C.L.V.;INGELSEG CONTRATISTAS S.A.C.;CALLAO;PROV. CONST. DEL CALLAO;CALLAO;OTR. APV. ENCANTADA DEL VALE MZA. G LOTE. 2 AV. BERTELO CON ALAMEDA CENTRAL;;DRRP SOCIEDAD ANONIMA CERRADA - DRRP S.A.C.;;LIMA;LIMA;MIRAFLORES;AV. PASEO DE LA REPUBLICA 5895 URB. MIRAFLORES INT. 802 LIMA-LIMA-MIRAFLORES;;;5/06/2026;ADELANTO DEL 30% DE LA OC 04-022396 DEL PROYECTO ECLERX OFI F3_REM;;;7695.49;1385.19;9080.68;19/08/2026;No;;;11/06/2026;Autorizada;;11/06/2026;;;Conformidad Expresa;11/06/2026;;;;;;11/06/2026;SI;FN0010853000;948;11/06/2026;11/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;;Anotada en Cuenta;11/06/2026 15:09;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
